year,month,state,rolling_12_month_deaths,data_source,population,median_household_income,unemployment_rate
2021,2021-02-01,New Jersey,2334,CDC SODA API,9234024,89703,6.23
2021,2021-02-01,New Mexico,354,CDC SODA API,2109366,54020,6.63
2021,2021-02-01,New York,2268,CDC SODA API,20114745,75157,6.24
2021,2021-02-01,New York City,1713,CDC SODA API,,,
2021,2021-02-01,North Carolina,2428,CDC SODA API,10367022,60516,5.34
2021,2021-02-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-02-01,Ohio,4229,CDC SODA API,11769923,61938,5.27
2021,2021-02-01,Oklahoma,165,CDC SODA API,3948136,56956,5.04
2021,2021-02-01,Oregon,266,CDC SODA API,4207177,70084,5.62
2021,2021-02-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-02-01,Rhode Island,305,CDC SODA API,1091949,74489,6.02
2021,2021-02-01,South Carolina,1211,CDC SODA API,5078903,58234,5.34
2021,2021-02-01,South Dakota,29,CDC SODA API,881785,63920,3.2
2021,2021-02-01,Tennessee,2324,CDC SODA API,6859497,58516,5.31
2021,2021-02-01,Texas,1173,CDC SODA API,28862581,67321,5.36
2021,2021-02-01,United States,60159,CDC SODA API,,,
2021,2021-02-01,Utah,158,CDC SODA API,3231370,79133,3.53
2021,2021-02-01,Vermont,141,CDC SODA API,641637,67674,3.92
2021,2021-02-01,Virginia,1774,CDC SODA API,8582479,80615,4.59
2021,2021-02-01,Washington,736,CDC SODA API,7617364,82400,5.08
2021,2021-02-01,West Virginia,1159,CDC SODA API,1801049,50884,6.39
2021,2021-02-01,Wisconsin,1116,CDC SODA API,5871661,67080,3.49
2021,2021-02-01,Wyoming,26,CDC SODA API,576641,68002,4.19
2021,2021-03-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-03-01,Alaska,79,CDC SODA API,735951,80287,6.89
2021,2021-03-01,Arizona,1593,CDC SODA API,7079203,65913,5.62
2021,2021-03-01,Arkansas,0,CDC SODA API,3006309,52123,5.33
2021,2021-03-01,California,4940,CDC SODA API,39455353,84097,6.53
2021,2021-03-01,Colorado,662,CDC SODA API,5723176,80184,4.65
2021,2021-03-01,Connecticut,1180,CDC SODA API,3605330,83572,6.06
2021,2021-03-01,Delaware,384,CDC SODA API,981892,72724,5.68
2021,2021-03-01,District of Columbia,393,CDC SODA API,683154,93547,7.08
2021,2021-03-01,Florida,5276,CDC SODA API,21339762,61777,5.32
2021,2021-03-01,Georgia,1035,CDC SODA API,10625615,65030,5.51
2021,2021-03-01,Hawaii,35,CDC SODA API,1453498,88005,5.18
2021,2021-03-01,Idaho,0,CDC SODA API,1811617,63377,4.04
2021,2021-03-01,Illinois,2520,CDC SODA API,12821813,72563,6.18
2021,2021-03-01,Indiana,1738,CDC SODA API,6751340,61944,4.7
2021,2021-03-01,Iowa,173,CDC SODA API,3179090,65429,3.91
2021,2021-03-01,Kansas,206,CDC SODA API,2932099,64521,4.09
2021,2021-03-01,Kentucky,1663,CDC SODA API,4494141,55454,5.31
2021,2021-03-01,Maine,399,CDC SODA API,1357046,63182,4.24
2021,2021-03-01,Maryland,2392,CDC SODA API,6148545,91431,5.32
2021,2021-03-01,Massachusetts,2003,CDC SODA API,6991852,89026,5.42
2021,2021-03-01,Michigan,2089,CDC SODA API,10062512,63202,6.21
2021,2021-03-01,Minnesota,0,CDC SODA API,5670472,77706,4.03
2021,2021-03-01,Mississippi,365,CDC SODA API,2967023,49111,6.85
2021,2021-03-01,Missouri,1314,CDC SODA API,6141534,61043,4.5
2021,2021-03-01,Montana,30,CDC SODA API,1077978,60560,4.06
2021,2021-03-01,Nebraska,73,CDC SODA API,1951480,66644,3.29
2021,2021-03-01,Nevada,352,CDC SODA API,3059238,65686,7.12
2021,2021-03-01,New Hampshire,310,CDC SODA API,1372175,83449,3.77
2021,2021-03-01,New Jersey,2384,CDC SODA API,9234024,89703,6.23
2021,2021-03-01,New Mexico,377,CDC SODA API,2109366,54020,6.63
2021,2021-03-01,New York,2313,CDC SODA API,20114745,75157,6.24
2021,2021-03-01,New York City,1770,CDC SODA API,,,
2021,2021-03-01,North Carolina,2549,CDC SODA API,10367022,60516,5.34
2021,2021-03-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-03-01,Ohio,4360,CDC SODA API,11769923,61938,5.27
2021,2021-03-01,Oklahoma,179,CDC SODA API,3948136,56956,5.04
2021,2021-03-01,Oregon,297,CDC SODA API,4207177,70084,5.62
2021,2021-03-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-03-01,Rhode Island,303,CDC SODA API,1091949,74489,6.02
2021,2021-03-01,South Carolina,1253,CDC SODA API,5078903,58234,5.34
2021,2021-03-01,South Dakota,27,CDC SODA API,881785,63920,3.2
2021,2021-03-01,Tennessee,2416,CDC SODA API,6859497,58516,5.31
2021,2021-03-01,Texas,1295,CDC SODA API,28862581,67321,5.36
2021,2021-03-01,United States,62195,CDC SODA API,,,
2021,2021-03-01,Utah,161,CDC SODA API,3231370,79133,3.53
2021,2021-03-01,Vermont,157,CDC SODA API,641637,67674,3.92
2021,2021-03-01,Virginia,1861,CDC SODA API,8582479,80615,4.59
2021,2021-03-01,Washington,792,CDC SODA API,7617364,82400,5.08
2021,2021-03-01,West Virginia,1209,CDC SODA API,1801049,50884,6.39
2021,2021-03-01,Wisconsin,1130,CDC SODA API,5871661,67080,3.49
2021,2021-03-01,Wyoming,27,CDC SODA API,576641,68002,4.19
2021,2021-04-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-04-01,Alaska,84,CDC SODA API,735951,80287,6.89
2021,2021-04-01,Arizona,1640,CDC SODA API,7079203,65913,5.62
2021,2021-04-01,Arkansas,0,CDC SODA API,3006309,52123,5.33
2021,2021-04-01,California,5164,CDC SODA API,39455353,84097,6.53
2021,2021-04-01,Colorado,690,CDC SODA API,5723176,80184,4.65
2021,2021-04-01,Connecticut,1171,CDC SODA API,3605330,83572,6.06
2021,2021-04-01,Delaware,385,CDC SODA API,981892,72724,5.68
2021,2021-04-01,District of Columbia,372,CDC SODA API,683154,93547,7.08
2021,2021-04-01,Florida,5384,CDC SODA API,21339762,61777,5.32
2021,2021-04-01,Georgia,1070,CDC SODA API,10625615,65030,5.51
2021,2021-04-01,Hawaii,33,CDC SODA API,1453498,88005,5.18
2021,2021-04-01,Idaho,73,CDC SODA API,1811617,63377,4.04
2021,2021-04-01,Illinois,2547,CDC SODA API,12821813,72563,6.18
2021,2021-04-01,Indiana,1778,CDC SODA API,6751340,61944,4.7
2021,2021-04-01,Iowa,178,CDC SODA API,3179090,65429,3.91
2021,2021-04-01,Kansas,231,CDC SODA API,2932099,64521,4.09
2021,2021-04-01,Kentucky,1703,CDC SODA API,4494141,55454,5.31
2021,2021-04-01,Maine,406,CDC SODA API,1357046,63182,4.24
2021,2021-04-01,Maryland,2441,CDC SODA API,6148545,91431,5.32
2021,2021-04-01,Massachusetts,2013,CDC SODA API,6991852,89026,5.42
2021,2021-04-01,Michigan,2154,CDC SODA API,10062512,63202,6.21
2021,2021-04-01,Minnesota,0,CDC SODA API,5670472,77706,4.03
2021,2021-04-01,Mississippi,380,CDC SODA API,2967023,49111,6.85
2021,2021-04-01,Missouri,1324,CDC SODA API,6141534,61043,4.5
2021,2021-04-01,Montana,38,CDC SODA API,1077978,60560,4.06
2021,2021-04-01,Nebraska,69,CDC SODA API,1951480,66644,3.29
2021,2021-04-01,Nevada,357,CDC SODA API,3059238,65686,7.12
2021,2021-04-01,New Hampshire,305,CDC SODA API,1372175,83449,3.77
2021,2021-04-01,New Jersey,2387,CDC SODA API,9234024,89703,6.23
2021,2021-04-01,New Mexico,411,CDC SODA API,2109366,54020,6.63
2021,2021-04-01,New York,2271,CDC SODA API,20114745,75157,6.24
2021,2021-04-01,New York City,1838,CDC SODA API,,,
2021,2021-04-01,North Carolina,2591,CDC SODA API,10367022,60516,5.34
2021,2021-04-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-04-01,Ohio,4420,CDC SODA API,11769923,61938,5.27
2021,2021-04-01,Oklahoma,189,CDC SODA API,3948136,56956,5.04
2021,2021-04-01,Oregon,334,CDC SODA API,4207177,70084,5.62
2021,2021-04-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-04-01,Rhode Island,306,CDC SODA API,1091949,74489,6.02
2021,2021-04-01,South Carolina,1312,CDC SODA API,5078903,58234,5.34
2021,2021-04-01,South Dakota,28,CDC SODA API,881785,63920,3.2
2021,2021-04-01,Tennessee,2498,CDC SODA API,6859497,58516,5.31
2021,2021-04-01,Texas,1387,CDC SODA API,28862581,67321,5.36
2021,2021-04-01,United States,63591,CDC SODA API,,,
2021,2021-04-01,Utah,163,CDC SODA API,3231370,79133,3.53
2021,2021-04-01,Vermont,161,CDC SODA API,641637,67674,3.92
2021,2021-04-01,Virginia,1893,CDC SODA API,8582479,80615,4.59
2021,2021-04-01,Washington,806,CDC SODA API,7617364,82400,5.08
2021,2021-04-01,West Virginia,1263,CDC SODA API,1801049,50884,6.39
2021,2021-04-01,Wisconsin,1171,CDC SODA API,5871661,67080,3.49
2021,2021-04-01,Wyoming,28,CDC SODA API,576641,68002,4.19
2021,2021-05-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-05-01,Alaska,99,CDC SODA API,735951,80287,6.89
2021,2021-05-01,Arizona,1654,CDC SODA API,7079203,65913,5.62
2021,2021-05-01,Arkansas,0,CDC SODA API,3006309,52123,5.33
2021,2021-05-01,California,5365,CDC SODA API,39455353,84097,6.53
2021,2021-05-01,Colorado,709,CDC SODA API,5723176,80184,4.65
2021,2021-05-01,Connecticut,1183,CDC SODA API,3605330,83572,6.06
2021,2021-05-01,Delaware,378,CDC SODA API,981892,72724,5.68
2021,2021-05-01,District of Columbia,375,CDC SODA API,683154,93547,7.08
2021,2021-05-01,Florida,5321,CDC SODA API,21339762,61777,5.32
2021,2021-05-01,Georgia,1119,CDC SODA API,10625615,65030,5.51
2021,2021-05-01,Hawaii,33,CDC SODA API,1453498,88005,5.18
2021,2021-05-01,Idaho,89,CDC SODA API,1811617,63377,4.04
2021,2021-05-01,Illinois,2477,CDC SODA API,12821813,72563,6.18
2021,2021-05-01,Indiana,1768,CDC SODA API,6751340,61944,4.7
2021,2021-05-01,Iowa,184,CDC SODA API,3179090,65429,3.91
2021,2021-05-01,Kansas,241,CDC SODA API,2932099,64521,4.09
2021,2021-05-01,Kentucky,1643,CDC SODA API,4494141,55454,5.31
2021,2021-05-01,Maine,416,CDC SODA API,1357046,63182,4.24
2021,2021-05-01,Maryland,2428,CDC SODA API,6148545,91431,5.32
2021,2021-05-01,Massachusetts,1985,CDC SODA API,6991852,89026,5.42
2021,2021-05-01,Michigan,2109,CDC SODA API,10062512,63202,6.21
2021,2021-05-01,Minnesota,712,CDC SODA API,5670472,77706,4.03
2021,2021-05-01,Mississippi,388,CDC SODA API,2967023,49111,6.85
2021,2021-05-01,Missouri,1336,CDC SODA API,6141534,61043,4.5
2021,2021-05-01,Montana,45,CDC SODA API,1077978,60560,4.06
2021,2021-05-01,Nebraska,70,CDC SODA API,1951480,66644,3.29
2021,2021-05-01,Nevada,340,CDC SODA API,3059238,65686,7.12
2021,2021-05-01,New Hampshire,302,CDC SODA API,1372175,83449,3.77
2021,2021-05-01,New Jersey,2319,CDC SODA API,9234024,89703,6.23
2021,2021-05-01,New Mexico,449,CDC SODA API,2109366,54020,6.63
2021,2021-05-01,New York,2260,CDC SODA API,20114745,75157,6.24
2021,2021-05-01,New York City,1833,CDC SODA API,,,
2021,2021-05-01,North Carolina,2582,CDC SODA API,10367022,60516,5.34
2021,2021-05-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-05-01,Ohio,4313,CDC SODA API,11769923,61938,5.27
2021,2021-05-01,Oklahoma,189,CDC SODA API,3948136,56956,5.04
2021,2021-05-01,Oregon,359,CDC SODA API,4207177,70084,5.62
2021,2021-05-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-05-01,Rhode Island,307,CDC SODA API,1091949,74489,6.02
2021,2021-05-01,South Carolina,1330,CDC SODA API,5078903,58234,5.34
2021,2021-05-01,South Dakota,27,CDC SODA API,881785,63920,3.2
2021,2021-05-01,Tennessee,2477,CDC SODA API,6859497,58516,5.31
2021,2021-05-01,Texas,1444,CDC SODA API,28862581,67321,5.36
2021,2021-05-01,United States,63642,CDC SODA API,,,
2021,2021-05-01,Utah,172,CDC SODA API,3231370,79133,3.53
2021,2021-05-01,Vermont,167,CDC SODA API,641637,67674,3.92
2021,2021-05-01,Virginia,1862,CDC SODA API,8582479,80615,4.59
2021,2021-05-01,Washington,829,CDC SODA API,7617364,82400,5.08
2021,2021-05-01,West Virginia,1223,CDC SODA API,1801049,50884,6.39
2021,2021-05-01,Wisconsin,1163,CDC SODA API,5871661,67080,3.49
2021,2021-05-01,Wyoming,27,CDC SODA API,576641,68002,4.19
2021,2021-06-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-06-01,Alaska,103,CDC SODA API,735951,80287,6.89
2021,2021-06-01,Arizona,1651,CDC SODA API,7079203,65913,5.62
2021,2021-06-01,Arkansas,0,CDC SODA API,3006309,52123,5.33
2021,2021-06-01,California,5577,CDC SODA API,39455353,84097,6.53
2021,2021-06-01,Colorado,762,CDC SODA API,5723176,80184,4.65
2021,2021-06-01,Connecticut,1196,CDC SODA API,3605330,83572,6.06
2021,2021-06-01,Delaware,373,CDC SODA API,981892,72724,5.68
2021,2021-06-01,District of Columbia,378,CDC SODA API,683154,93547,7.08
2021,2021-06-01,Florida,5376,CDC SODA API,21339762,61777,5.32
2021,2021-06-01,Georgia,1141,CDC SODA API,10625615,65030,5.51
2021,2021-06-01,Hawaii,34,CDC SODA API,1453498,88005,5.18
2021,2021-06-01,Idaho,101,CDC SODA API,1811617,63377,4.04
2021,2021-06-01,Illinois,2493,CDC SODA API,12821813,72563,6.18
2021,2021-06-01,Indiana,1758,CDC SODA API,6751340,61944,4.7
2021,2021-06-01,Iowa,186,CDC SODA API,3179090,65429,3.91
2021,2021-06-01,Kansas,249,CDC SODA API,2932099,64521,4.09
2021,2021-06-01,Kentucky,1665,CDC SODA API,4494141,55454,5.31
2021,2021-06-01,Maine,423,CDC SODA API,1357046,63182,4.24
2021,2021-06-01,Maryland,2429,CDC SODA API,6148545,91431,5.32
2021,2021-06-01,Massachusetts,2000,CDC SODA API,6991852,89026,5.42
2021,2021-06-01,Michigan,2102,CDC SODA API,10062512,63202,6.21
2021,2021-06-01,Minnesota,715,CDC SODA API,5670472,77706,4.03
2021,2021-06-01,Mississippi,400,CDC SODA API,2967023,49111,6.85
2021,2021-06-01,Missouri,1353,CDC SODA API,6141534,61043,4.5
2021,2021-06-01,Montana,48,CDC SODA API,1077978,60560,4.06
2021,2021-06-01,Nebraska,74,CDC SODA API,1951480,66644,3.29
2021,2021-06-01,Nevada,349,CDC SODA API,3059238,65686,7.12
2021,2021-06-01,New Hampshire,316,CDC SODA API,1372175,83449,3.77
2021,2021-06-01,New Jersey,2343,CDC SODA API,9234024,89703,6.23
2021,2021-06-01,New Mexico,464,CDC SODA API,2109366,54020,6.63
2021,2021-06-01,New York,2275,CDC SODA API,20114745,75157,6.24
2021,2021-06-01,New York City,1871,CDC SODA API,,,
2021,2021-06-01,North Carolina,2618,CDC SODA API,10367022,60516,5.34
2021,2021-06-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-06-01,Ohio,4197,CDC SODA API,11769923,61938,5.27
2021,2021-06-01,Oklahoma,201,CDC SODA API,3948136,56956,5.04
2021,2021-06-01,Oregon,383,CDC SODA API,4207177,70084,5.62
2021,2021-06-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-06-01,Rhode Island,306,CDC SODA API,1091949,74489,6.02
2021,2021-06-01,South Carolina,1343,CDC SODA API,5078903,58234,5.34
2021,2021-06-01,South Dakota,23,CDC SODA API,881785,63920,3.2
2021,2021-06-01,Tennessee,2496,CDC SODA API,6859497,58516,5.31
2021,2021-06-01,Texas,1496,CDC SODA API,28862581,67321,5.36
2021,2021-06-01,United States,64378,CDC SODA API,,,
2021,2021-06-01,Utah,177,CDC SODA API,3231370,79133,3.53
2021,2021-06-01,Vermont,175,CDC SODA API,641637,67674,3.92
2021,2021-06-01,Virginia,1892,CDC SODA API,8582479,80615,4.59
2021,2021-06-01,Washington,865,CDC SODA API,7617364,82400,5.08
2021,2021-06-01,West Virginia,1201,CDC SODA API,1801049,50884,6.39
2021,2021-06-01,Wisconsin,1176,CDC SODA API,5871661,67080,3.49
2021,2021-06-01,Wyoming,27,CDC SODA API,576641,68002,4.19
2021,2021-07-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-07-01,Alaska,110,CDC SODA API,735951,80287,6.89
2021,2021-07-01,Arizona,1654,CDC SODA API,7079203,65913,5.62
2021,2021-07-01,Arkansas,0,CDC SODA API,3006309,52123,5.33
2021,2021-07-01,California,5699,CDC SODA API,39455353,84097,6.53
2021,2021-07-01,Colorado,798,CDC SODA API,5723176,80184,4.65
2021,2021-07-01,Connecticut,1209,CDC SODA API,3605330,83572,6.06
2021,2021-07-01,Delaware,365,CDC SODA API,981892,72724,5.68
2021,2021-07-01,District of Columbia,392,CDC SODA API,683154,93547,7.08
2021,2021-07-01,Florida,5409,CDC SODA API,21339762,61777,5.32
2021,2021-07-01,Georgia,1124,CDC SODA API,10625615,65030,5.51
2021,2021-07-01,Hawaii,39,CDC SODA API,1453498,88005,5.18
2021,2021-07-01,Idaho,108,CDC SODA API,1811617,63377,4.04
2021,2021-07-01,Illinois,2562,CDC SODA API,12821813,72563,6.18
2021,2021-07-01,Indiana,1777,CDC SODA API,6751340,61944,4.7
2021,2021-07-01,Iowa,197,CDC SODA API,3179090,65429,3.91
2021,2021-07-01,Kansas,265,CDC SODA API,2932099,64521,4.09
2021,2021-07-01,Kentucky,1652,CDC SODA API,4494141,55454,5.31
2021,2021-07-01,Maine,426,CDC SODA API,1357046,63182,4.24
2021,2021-07-01,Maryland,2456,CDC SODA API,6148545,91431,5.32
2021,2021-07-01,Massachusetts,2003,CDC SODA API,6991852,89026,5.42
2021,2021-07-01,Michigan,2147,CDC SODA API,10062512,63202,6.21
2021,2021-07-01,Minnesota,753,CDC SODA API,5670472,77706,4.03
2021,2021-07-01,Mississippi,410,CDC SODA API,2967023,49111,6.85
2021,2021-07-01,Missouri,1361,CDC SODA API,6141534,61043,4.5
2021,2021-07-01,Montana,49,CDC SODA API,1077978,60560,4.06
2021,2021-07-01,Nebraska,77,CDC SODA API,1951480,66644,3.29
2021,2021-07-01,Nevada,347,CDC SODA API,3059238,65686,7.12
2021,2021-07-01,New Hampshire,304,CDC SODA API,1372175,83449,3.77
2021,2021-07-01,New Jersey,2368,CDC SODA API,9234024,89703,6.23
2021,2021-07-01,New Mexico,501,CDC SODA API,2109366,54020,6.63
2021,2021-07-01,New York,2299,CDC SODA API,20114745,75157,6.24
2021,2021-07-01,New York City,1901,CDC SODA API,,,
2021,2021-07-01,North Carolina,2687,CDC SODA API,10367022,60516,5.34
2021,2021-07-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-07-01,Ohio,4193,CDC SODA API,11769923,61938,5.27
2021,2021-07-01,Oklahoma,215,CDC SODA API,3948136,56956,5.04
2021,2021-07-01,Oregon,412,CDC SODA API,4207177,70084,5.62
2021,2021-07-01,Puerto Rico,0,CDC SODA API,3311274,21967,14.58
2021,2021-07-01,Rhode Island,297,CDC SODA API,1091949,74489,6.02
2021,2021-07-01,South Carolina,1355,CDC SODA API,5078903,58234,5.34
2021,2021-07-01,South Dakota,24,CDC SODA API,881785,63920,3.2
2021,2021-07-01,Tennessee,2528,CDC SODA API,6859497,58516,5.31
2021,2021-07-01,Texas,1536,CDC SODA API,28862581,67321,5.36
2021,2021-07-01,United States,65305,CDC SODA API,,,
2021,2021-07-01,Utah,178,CDC SODA API,3231370,79133,3.53
2021,2021-07-01,Vermont,180,CDC SODA API,641637,67674,3.92
2021,2021-07-01,Virginia,1897,CDC SODA API,8582479,80615,4.59
2021,2021-07-01,Washington,918,CDC SODA API,7617364,82400,5.08
2021,2021-07-01,West Virginia,1202,CDC SODA API,1801049,50884,6.39
2021,2021-07-01,Wisconsin,1184,CDC SODA API,5871661,67080,3.49
2021,2021-07-01,Wyoming,27,CDC SODA API,576641,68002,4.19
2021,2021-08-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-08-01,Alaska,119,CDC SODA API,735951,80287,6.89
2021,2021-08-01,Arizona,1680,CDC SODA API,7079203,65913,5.62
2021,2021-08-01,Arkansas,259,CDC SODA API,3006309,52123,5.33
2021,2021-08-01,California,5796,CDC SODA API,39455353,84097,6.53
2021,2021-08-01,Colorado,846,CDC SODA API,5723176,80184,4.65
2021,2021-08-01,Connecticut,1261,CDC SODA API,3605330,83572,6.06
2021,2021-08-01,Delaware,365,CDC SODA API,981892,72724,5.68
2021,2021-08-01,District of Columbia,385,CDC SODA API,683154,93547,7.08
2021,2021-08-01,Florida,5452,CDC SODA API,21339762,61777,5.32
2021,2021-08-01,Georgia,1143,CDC SODA API,10625615,65030,5.51
2021,2021-08-01,Hawaii,39,CDC SODA API,1453498,88005,5.18
2021,2021-08-01,Idaho,114,CDC SODA API,1811617,63377,4.04
2021,2021-08-01,Illinois,2590,CDC SODA API,12821813,72563,6.18
2021,2021-08-01,Indiana,1828,CDC SODA API,6751340,61944,4.7
2021,2021-08-01,Iowa,211,CDC SODA API,3179090,65429,3.91
2021,2021-08-01,Kansas,305,CDC SODA API,2932099,64521,4.09
2021,2021-08-01,Kentucky,1685,CDC SODA API,4494141,55454,5.31
2021,2021-08-01,Maine,431,CDC SODA API,1357046,63182,4.24
2021,2021-08-01,Maryland,2412,CDC SODA API,6148545,91431,5.32
2021,2021-08-01,Massachusetts,2053,CDC SODA API,6991852,89026,5.42
2021,2021-08-01,Michigan,2194,CDC SODA API,10062512,63202,6.21
2021,2021-08-01,Minnesota,773,CDC SODA API,5670472,77706,4.03
2021,2021-08-01,Mississippi,412,CDC SODA API,2967023,49111,6.85
2021,2021-08-01,Missouri,1381,CDC SODA API,6141534,61043,4.5
2021,2021-08-01,Montana,51,CDC SODA API,1077978,60560,4.06
2021,2021-08-01,Nebraska,88,CDC SODA API,1951480,66644,3.29
2021,2021-08-01,Nevada,340,CDC SODA API,3059238,65686,7.12
2021,2021-08-01,New Hampshire,315,CDC SODA API,1372175,83449,3.77
2021,2021-08-01,New Jersey,2376,CDC SODA API,9234024,89703,6.23
2021,2021-08-01,New Mexico,530,CDC SODA API,2109366,54020,6.63
2021,2021-08-01,New York,2320,CDC SODA API,20114745,75157,6.24
2021,2021-08-01,New York City,1953,CDC SODA API,,,
2021,2021-08-01,North Carolina,2712,CDC SODA API,10367022,60516,5.34
2021,2021-08-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-08-01,Ohio,4244,CDC SODA API,11769923,61938,5.27
2021,2021-08-01,Oklahoma,225,CDC SODA API,3948136,56956,5.04
2021,2021-08-01,Oregon,430,CDC SODA API,4207177,70084,5.62
2021,2021-08-01,Puerto Rico,358,CDC SODA API,3311274,21967,14.58
2021,2021-08-01,Rhode Island,304,CDC SODA API,1091949,74489,6.02
2021,2021-08-01,South Carolina,1378,CDC SODA API,5078903,58234,5.34
2021,2021-08-01,South Dakota,26,CDC SODA API,881785,63920,3.2
2021,2021-08-01,Tennessee,2595,CDC SODA API,6859497,58516,5.31
2021,2021-08-01,Texas,1572,CDC SODA API,28862581,67321,5.36
2021,2021-08-01,United States,66444,CDC SODA API,,,
2021,2021-08-01,Utah,177,CDC SODA API,3231370,79133,3.53
2021,2021-08-01,Vermont,181,CDC SODA API,641637,67674,3.92
2021,2021-08-01,Virginia,1916,CDC SODA API,8582479,80615,4.59
2021,2021-08-01,Washington,989,CDC SODA API,7617364,82400,5.08
2021,2021-08-01,West Virginia,1224,CDC SODA API,1801049,50884,6.39
2021,2021-08-01,Wisconsin,1205,CDC SODA API,5871661,67080,3.49
2021,2021-08-01,Wyoming,30,CDC SODA API,576641,68002,4.19
2021,2021-09-01,Alabama,0,CDC SODA API,4997675,54943,5.41
2021,2021-09-01,Alaska,127,CDC SODA API,735951,80287,6.89
2021,2021-09-01,Arizona,1731,CDC SODA API,7079203,65913,5.62
2021,2021-09-01,Arkansas,269,CDC SODA API,3006309,52123,5.33
2021,2021-09-01,California,5972,CDC SODA API,39455353,84097,6.53
2021,2021-09-01,Colorado,901,CDC SODA API,5723176,80184,4.65
2021,2021-09-01,Connecticut,1275,CDC SODA API,3605330,83572,6.06
2021,2021-09-01,Delaware,361,CDC SODA API,981892,72724,5.68
2021,2021-09-01,District of Columbia,384,CDC SODA API,683154,93547,7.08
2021,2021-09-01,Florida,5445,CDC SODA API,21339762,61777,5.32
2021,2021-09-01,Georgia,1195,CDC SODA API,10625615,65030,5.51
2021,2021-09-01,Hawaii,40,CDC SODA API,1453498,88005,5.18
2021,2021-09-01,Idaho,124,CDC SODA API,1811617,63377,4.04
2021,2021-09-01,Illinois,2602,CDC SODA API,12821813,72563,6.18
2021,2021-09-01,Indiana,1886,CDC SODA API,6751340,61944,4.7
2021,2021-09-01,Iowa,210,CDC SODA API,3179090,65429,3.91
2021,2021-09-01,Kansas,332,CDC SODA API,2932099,64521,4.09
2021,2021-09-01,Kentucky,1703,CDC SODA API,4494141,55454,5.31
2021,2021-09-01,Maine,449,CDC SODA API,1357046,63182,4.24
2021,2021-09-01,Maryland,2379,CDC SODA API,6148545,91431,5.32
2021,2021-09-01,Massachusetts,2087,CDC SODA API,6991852,89026,5.42
2021,2021-09-01,Michigan,2222,CDC SODA API,10062512,63202,6.21
2021,2021-09-01,Minnesota,794,CDC SODA API,5670472,77706,4.03
2021,2021-09-01,Mississippi,426,CDC SODA API,2967023,49111,6.85
2021,2021-09-01,Missouri,1404,CDC SODA API,6141534,61043,4.5
2021,2021-09-01,Montana,53,CDC SODA API,1077978,60560,4.06
2021,2021-09-01,Nebraska,88,CDC SODA API,1951480,66644,3.29
2021,2021-09-01,Nevada,351,CDC SODA API,3059238,65686,7.12
2021,2021-09-01,New Hampshire,325,CDC SODA API,1372175,83449,3.77
2021,2021-09-01,New Jersey,2410,CDC SODA API,9234024,89703,6.23
2021,2021-09-01,New Mexico,538,CDC SODA API,2109366,54020,6.63
2021,2021-09-01,New York,2347,CDC SODA API,20114745,75157,6.24
2021,2021-09-01,New York City,2019,CDC SODA API,,,
2021,2021-09-01,North Carolina,2777,CDC SODA API,10367022,60516,5.34
2021,2021-09-01,North Dakota,0,CDC SODA API,773344,68131,3.16
2021,2021-09-01,Ohio,4245,CDC SODA API,11769923,61938,5.27
2021,2021-09-01,Oklahoma,245,CDC SODA API,3948136,56956,5.04
2021,2021-09-01,Oregon,456,CDC SODA API,4207177,70084,5.62
2021,2021-09-01,Puerto Rico,402,CDC SODA API,3311274,21967,14.58
2021,2021-09-01,Rhode Island,315,CDC SODA API,1091949,74489,6.02
2021,2021-09-01,South Carolina,1426,CDC SODA API,5078903,58234,5.34
2021,2021-09-01,South Dakota,29,CDC SODA API,881785,63920,3.2
2021,2021-09-01,Tennessee,2675,CDC SODA API,6859497,58516,5.31
2021,2021-09-01,Texas,1629,CDC SODA API,28862581,67321,5.36
2021,2021-09-01,United States,67716,CDC SODA API,,,
2021,2021-09-01,Utah,182,CDC SODA API,3231370,79133,3.53
2021,2021-09-01,Vermont,195,CDC SODA API,641637,67674,3.92
2021,2021-09-01,Virginia,1960,CDC SODA API,8582479,80615,4.59
2021,2021-09-01,Washington,1053,CDC SODA API,7617364,82400,5.08
